lambda_um,n,k
10.738693467336685,1.9200039529660522,0.02678039079116986
10.84924623115578,1.9199974554372612,0.026820789442430094
10.959798994974875,1.9199911536333645,0.026860424980990217
11.07035175879397,1.919985039770582,0.026899318729731194
11.180904522613066,1.919979106448306,0.026937491228481256
11.291457286432161,1.919973346626685,0.026974962269427527
11.402010050251256,1.9199677536057225,0.027011750930635983
11.512562814070352,1.9199623210057746,0.02704787560779556
11.623115577889449,1.9199570427493424,0.027083354044294464
11.733668341708544,1.919951913044059,0.027118203359729285
11.84422110552764,1.9199469263667845,0.027152440076940676
11.954773869346734,1.9199420774487277,0.027186080147663078
12.06532663316583,1.9199373612615158,0.027219138976870148
12.175879396984925,1.9199327730041493,0.027251631445892124
12.28643216080402,1.9199283080907719,0.027283571934376322
12.396984924623116,1.9199239621392057,0.02731497434115735
12.507537688442211,1.9199197309601876,0.027345852104099337
12.618090452261308,1.9199156105472686,0.027376218218968358
12.728643216080403,1.9199115970673204,0.027406085257389665
12.839195979899499,1.9199076868516163,0.027435465383940778
12.949748743718594,1.9199038763874394,0.027464370372428312
13.06030150753769,1.9199001623101901,0.027492811621393436
13.170854271356784,1.9198965413959515,0.02752080016888801
13.28140703517588,1.9198930105544896,0.027548346706561026
13.391959798994975,1.919889566822656,0.027575461593092303
13.50251256281407,1.9198862073581664,0.02760215486700843
13.613065326633166,1.919882929433732,0.027628436258913557
13.723618090452263,1.9198797304315214,0.02765431520316595
13.834170854271358,1.9198766078379295,0.027679800849029206
13.944723618090453,1.9198735592386387,0.02770490207132538
14.055276381909549,1.9198705823139475,0.02772962748061569
14.165829145728644,1.9198676748343566,0.02775398543293299
14.27638190954774,1.9198648346563907,0.027777984039088714
14.386934673366834,1.9198620597186473,0.02780163117357583
14.49748743718593,1.9198593480380526,0.027824934483087985
14.608040201005025,1.9198566977063176,0.027847901394673948
14.718592964824122,1.9198541068865786,0.027870539123545396
14.829145728643217,1.9198515738102129,0.027892854680555017
14.939698492462313,1.9198490967738187,0.02791485487936105
15.050251256281408,1.9198466741363494,0.02793654634329336
15.160804020100503,1.9198443043163953,0.027957935511935515
15.271356783919598,1.9198419857896014,0.027979028647436347
15.381909547738694,1.9198397170862136,0.027999831840563875
15.492462311557789,1.9198374967887495,0.028020351016513713
15.603015075376884,1.919835323529783,0.028040591940483507
15.713567839195981,1.9198331959898374,0.028060560223024264
15.824120603015077,1.9198311128953827,0.02808026132517887
15.934673366834172,1.9198290730169272,0.028099700563417627
16.04522613065327,1.9198270751672046,0.02811888311438004
16.155778894472363,1.9198251181994435,0.028137814019431658
16.266331658291456,1.9198232010057232,0.028156498189044286
16.376884422110553,1.9198213225154026,0.028174940407007534
16.48743718592965,1.919819481693627,0.028193145334479152
16.597989949748744,1.9198176775399007,0.028211117513881317
16.70854271356784,1.9198159090867277,0.02822886137264967
16.819095477386938,1.919814175398314,0.028246381226841477
16.92964824120603,1.919812475569329,0.028263681284609092
17.040201005025125,1.919810808723723,0.028280765649544508
17.150753768844222,1.9198091740135985,0.028297638323900556
17.26130653266332,1.9198075706181306,0.028314303211693988
17.371859296482413,1.9198059977425377,0.028330764121695454
17.482412060301506,1.9198044546170943,0.02834702477031119
17.592964824120603,1.9198029404961903,0.028363088784360873
17.7035175879397,1.91980145465743,0.028378959703756083
17.814070351758794,1.919799996400769,0.028394640984083345
17.92462311557789,1.919798565047691,0.028410135999095847
18.035175879396988,1.9197971599404162,0.02842544804311741
18.14572864321608,1.9197957804411474,0.02844058033336245
18.256281407035175,1.9197944259313444,0.02845553601217515
18.366834170854272,1.9197930958110316,0.02847031814919128
18.47738693467337,1.9197917894981325,0.028484929743425622
18.587939698492463,1.9197905064278324,0.02849937372528805
18.69849246231156,1.9197892460519694,0.028513652958531015
18.809045226130657,1.919788007838447,0.0285277702421312
18.91959798994975,1.9197867912706728,0.02854172831210792
19.030150753768844,1.9197855958470194,0.028555529843280653
19.14070351758794,1.919784421080308,0.02856917745096816
19.251256281407038,1.9197832664973105,0.0285826736926314
19.36180904522613,1.9197821316382744,0.02859602106946236
19.47236180904523,1.9197810160564635,0.028609222027920916
19.582914572864322,1.9197799193177185,0.02862227896122169
19.69346733668342,1.9197788410000352,0.02863519421077274
19.804020100502512,1.9197777806931575,0.02864797006756793
19.91457286432161,1.9197767379981878,0.028660608773534706
20.025125628140703,1.9197757125272112,0.02867311252283894
20.1356783919598,1.919774703902935,0.028685483463148375
20.246231155778897,1.9197737117583407,0.02869772369685627
20.35678391959799,1.9197727357363514,0.028709835282266626
20.467336683417088,1.9197717754895096,0.028721820234742464
20.57788944723618,1.9197708306796675,0.028733680527818405
20.68844221105528,1.9197699009776903,0.0287454180942789
20.798994974874372,1.9197689860631688,0.028757034827203345
20.90954773869347,1.919768085624143,0.0287685325809792
21.020100502512562,1.9197671993568366,0.02877991317228432
21.13065326633166,1.919766326965401,0.0287911783810395
21.241206030150757,1.9197654681616674,0.028802329951332386
21.35175879396985,1.9197646226649092,0.028813369592313638
21.462311557788947,1.9197637902016134,0.028824298979066403
21.57286432160804,1.9197629705052577,0.028835119753449958
21.683417085427138,1.9197621633160984,0.028845833524918464
21.79396984924623,1.9197613683809645,0.028856441871315607
21.90452261306533,1.9197605854530582,0.02886694633964604
22.015075376884422,1.919759814291764,0.028877348446824366
22.12562814070352,1.919759054662464,0.02888764968040239
22.236180904522616,1.919758306336359,0.028897851499275432
22.34673366834171,1.9197575690902962,0.02890795533436837
22.457286432160807,1.919756842706603,0.02891796258930207
