x,R,T,A,R_det
3.0,0.5343861363625867,0.0,0.4656138636374133,0.016761611975579963
3.25,0.5342467763587424,0.0,0.4657532236412576,0.08099310238126747
3.5,0.5172386412973976,0.0,0.4827613587026024,0.08916445945109072
3.75,0.5133831451641189,0.0,0.48661685483588113,0.12471667735996707
4.0,0.5252478183597001,0.0,0.47475218164029986,0.14631126713282752
4.25,0.5241384966722099,0.0,0.4758615033277901,0.16905383467580834
4.5,0.5108125561822519,0.0,0.48918744381774815,0.17442626658789423
4.75,0.4805006531823188,0.0,0.5194993468176812,0.15852315296503294
5.0,0.48926597116180004,0.0,0.5107340288382,0.12115446182513634
5.25,0.5363135932992018,0.0,0.4636864067007982,0.10784840092863725
5.5,0.5858752159245343,0.0,0.4141247840754657,0.13570148306438093
5.75,0.6275561984212423,0.0,0.37244380157875767,0.20698962378000818
6.0,0.6468430104378167,0.0,0.35315698956218333,0.34246681406164986
6.25,0.6364795748934052,0.0,0.36352042510659477,0.6364795748934052
6.5,0.5968119665203314,0.0,0.4031880334796686,0.5968119665203314
6.75,0.5381005021838774,0.0,0.4618994978161226,0.5381005021838774
7.0,0.4674446321212068,0.0,0.5325553678787932,0.38412912037685104
7.25,0.36014936885123117,0.0,0.6398506311487688,0.2713877451984162
7.5,0.3031057516961163,0.0,0.6968942483038837,0.1418374366648418
7.75,0.3720031348234845,0.0,0.6279968651765155,0.08627855922172585
8.0,0.4741088340976584,0.0,0.5258911659023415,0.1004787471859136
8.25,0.561206129188218,0.0,0.438793870811782,0.14423946300839702
8.5,0.6266419250385462,0.0,0.3733580749614538,0.1942530009528569
8.75,0.6747478738909775,0.0,0.32525212610902254,0.2416474114454156
9.0,0.7105495535676098,0.0,0.28945044643239015,0.28394177141663784
9.25,0.7377988602123762,0.0,0.2622011397876238,0.3209522440337781
9.5,0.7590389673463444,0.0,0.24096103265365565,0.3531947899341692
9.75,0.7759607518840593,0.0,0.22403924811594067,0.3813230746415161
10.0,0.789694183596051,0.0,0.21030581640394896,0.40595091891748464
10.25,0.8010024151802224,0.0,0.19899758481977758,0.42761276594206754
10.5,0.8104029709832912,0.0,0.18959702901670883,0.44677457483898
10.75,0.8182398617249399,0.0,0.1817601382750601,0.46386874373009557
11.0,0.8247207272604496,0.0,0.17527927273955035,0.4793558054087428
11.25,0.8299217392749555,0.0,0.1700782607250445,0.49384583499868256
11.5,0.8337437955977376,0.0,0.1662562044022624,0.5083883735103362
11.75,0.8357443428937258,0.0,0.1642556571062742,0.5253324716654053
12.0,0.8344675311101686,0.0,0.16553246888983142,0.551793231893162
12.25,0.8224249452410813,0.0,0.17757505475891866,0.6279151662987883
