period_um,A_um,t_oxide_um,oxide_dispersion,theta_deg,phi_sim_deg,harmonics,slices,beta_deg,lambda_min_um,lambda_max_um,n_lambda,sample,theta_exp_deg,phi_exp_deg,exp_files,n_overlap,R_N,R_chi2_red,R_RMSE,R_MAE,R_max_abs,R_pearson_r,R_mean_sigma,Rdet_N,Rdet_chi2_red,Rdet_RMSE,Rdet_MAE,Rdet_max_abs,Rdet_pearson_r,Rdet_mean_sigma,runtime_s,sim_csv
12.9,1.5,0.3,HS_caliente,30.0,89.0,15,50,2.0,3.0,24.75,88,12-3,30,0,12-3_30_0_1.CSV;12-3_30_0_2.CSV;12-3_30_0_3.CSV,88,88,621.2083679538421,0.24924051997093932,0.19081273766399656,0.5520748897380938,0.7593897609130441,0.009999999999999998,88,158.2803208170026,0.12580950711969371,0.10986401822574322,0.2536283422916123,0.9434849221396777,0.009999999999999998,62.525420904159546,runs/stage0a_NA_convergence/traces/P12.900_A1.500_tox0.300_HS_caliente_th30_phi89_NA15_b2.0/AVG_P12.900_A1.500_tox0.300_HS_caliente_th30_phi89_NA15_b2.0.csv
12.9,1.5,0.3,HS_caliente,30.0,89.0,19,50,2.0,3.0,24.75,88,12-3,30,0,12-3_30_0_1.CSV;12-3_30_0_2.CSV;12-3_30_0_3.CSV,88,88,742.6720735865285,0.27252010450359965,0.21483948454983012,0.5877495304969264,0.7548921798181019,0.009999999999999998,88,177.30537091985684,0.13315606291861323,0.12076332053435035,0.24948790797165143,0.9405041545424976,0.009999999999999998,104.04875588417053,runs/stage0a_NA_convergence/traces/P12.900_A1.500_tox0.300_HS_caliente_th30_phi89_NA19_b2.0/AVG_P12.900_A1.500_tox0.300_HS_caliente_th30_phi89_NA19_b2.0.csv
12.9,1.5,0.3,HS_caliente,30.0,89.0,23,50,2.0,3.0,24.75,88,12-3,30,0,12-3_30_0_1.CSV;12-3_30_0_2.CSV;12-3_30_0_3.CSV,88,88,831.5296288531773,0.2883625545824522,0.230689552278287,0.6116545208274033,0.7527573517248367,0.009999999999999998,88,193.55999061112016,0.13912583894126934,0.12746707822244047,0.26023656762452146,0.937662966777028,0.009999999999999998,147.11016821861267,runs/stage0a_NA_convergence/traces/P12.900_A1.500_tox0.300_HS_caliente_th30_phi89_NA23_b2.0/AVG_P12.900_A1.500_tox0.300_HS_caliente_th30_phi89_NA23_b2.0.csv
12.9,1.5,0.3,HS_caliente,30.0,89.0,27,50,2.0,3.0,24.75,88,12-3,30,0,12-3_30_0_1.CSV;12-3_30_0_2.CSV;12-3_30_0_3.CSV,88,88,896.0977720536674,0.2993489221717138,0.24134248442349057,0.6272157764810041,0.7495525755307844,0.009999999999999998,88,206.14883002300473,0.14357883897810453,0.13183094120700134,0.2875249074113457,0.9352576246335906,0.009999999999999998,200.64510583877563,runs/stage0a_NA_convergence/traces/P12.900_A1.500_tox0.300_HS_caliente_th30_phi89_NA27_b2.0/AVG_P12.900_A1.500_tox0.300_HS_caliente_th30_phi89_NA27_b2.0.csv
12.9,1.5,0.3,HS_caliente,30.0,89.0,31,50,2.0,3.0,24.75,88,12-3,30,0,12-3_30_0_1.CSV;12-3_30_0_2.CSV;12-3_30_0_3.CSV,88,88,939.1632960591563,0.30645771259003357,0.24838469388881512,0.6371043157180543,0.74827639925236,0.009999999999999998,88,214.9836633284119,0.1466232121215505,0.1347370293158783,0.3051444219765013,0.9335409181162267,0.009999999999999998,292.75597500801086,runs/stage0a_NA_convergence/traces/P12.900_A1.500_tox0.300_HS_caliente_th30_phi89_NA31_b2.0/AVG_P12.900_A1.500_tox0.300_HS_caliente_th30_phi89_NA31_b2.0.csv
12.9,1.5,0.3,HS_caliente,30.0,89.0,35,50,2.0,3.0,24.75,88,12-3,30,0,12-3_30_0_1.CSV;12-3_30_0_2.CSV;12-3_30_0_3.CSV,88,88,967.6743228608535,0.31107464102058424,0.25287601903589707,0.643011842971595,0.7473467103591923,0.009999999999999998,88,221.17501992560668,0.14871954139440005,0.1366297555388715,0.31643179542447525,0.9323111917433999,0.009999999999999998,377.1604959964752,runs/stage0a_NA_convergence/traces/P12.900_A1.500_tox0.300_HS_caliente_th30_phi89_NA35_b2.0/AVG_P12.900_A1.500_tox0.300_HS_caliente_th30_phi89_NA35_b2.0.csv
12.9,1.5,0.3,HS_caliente,30.0,89.0,39,50,2.0,3.0,24.75,88,12-3,30,0,12-3_30_0_1.CSV;12-3_30_0_2.CSV;12-3_30_0_3.CSV,88,88,984.0588435844188,0.31369712201172945,0.2553955386051627,0.6463496150948413,0.7467293628111948,0.009999999999999998,88,224.89293219876362,0.14996430648616477,0.13774701750560694,0.3226530633192985,0.9315817811908131,0.009999999999999998,493.95683908462524,runs/stage0a_NA_convergence/traces/P12.900_A1.500_tox0.300_HS_caliente_th30_phi89_NA39_b2.0/AVG_P12.900_A1.500_tox0.300_HS_caliente_th30_phi89_NA39_b2.0.csv
12.9,1.5,0.3,HS_caliente,30.0,89.0,51,50,2.0,3.0,24.75,88,12-3,30,0,12-3_30_0_1.CSV;12-3_30_0_2.CSV;12-3_30_0_3.CSV,88,88,1002.1257093343252,0.31656369174848925,0.2579250042029045,0.6510299207524693,0.7435171382204248,0.009999999999999998,88,227.79370218801657,0.15092836121419215,0.13864575515614252,0.32778217259324655,0.9309335241175634,0.009999999999999998,818.6144659519196,runs/stage0a_NA_convergence/traces/P12.900_A1.500_tox0.300_HS_caliente_th30_phi89_NA51_b2.0/AVG_P12.900_A1.500_tox0.300_HS_caliente_th30_phi89_NA51_b2.0.csv
