3.996813e+002,0.000000e+000
4.001635e+002,3.136382e-001
4.006456e+002,3.343938e-001
4.011277e+002,3.544237e-001
4.016098e+002,3.731143e-001
4.020919e+002,3.901330e-001
4.025741e+002,4.053426e-001
4.030562e+002,4.187273e-001
4.035383e+002,4.303624e-001
4.040204e+002,4.404312e-001
4.045026e+002,4.492471e-001
4.049847e+002,4.572434e-001
4.054668e+002,4.648987e-001
4.059489e+002,4.726261e-001
4.064311e+002,4.806707e-001
4.069132e+002,4.890705e-001
4.073953e+002,4.976987e-001
4.078774e+002,5.063677e-001
4.083596e+002,5.149397e-001
4.088417e+002,5.233883e-001
4.093238e+002,5.317841e-001
4.098059e+002,5.402210e-001
4.102881e+002,5.487385e-001
4.107702e+002,5.572882e-001
4.112523e+002,5.657617e-001
4.117344e+002,5.740499e-001
4.122166e+002,5.820698e-001
4.126987e+002,5.897142e-001
4.131808e+002,5.967081e-001
4.136629e+002,6.024469e-001
4.141451e+002,6.059109e-001
4.146272e+002,6.057589e-001
4.151093e+002,6.006376e-001
4.155914e+002,5.896464e-001
4.160736e+002,5.728102e-001
4.165557e+002,5.513868e-001
4.170378e+002,5.278574e-001
4.175200e+002,5.055668e-001
4.180021e+002,4.880831e-001
4.184842e+002,4.784592e-001
4.189663e+002,4.785951e-001
4.194484e+002,4.888832e-001
4.199306e+002,5.082049e-001
4.204127e+002,5.342683e-001
4.208948e+002,5.641564e-001
4.213770e+002,5.949492e-001
4.218591e+002,6.242562e-001
4.223412e+002,6.505631e-001
4.228233e+002,6.733403e-001
4.233055e+002,6.929266e-001
4.237876e+002,7.102406e-001
4.242697e+002,7.264133e-001
4.247518e+002,7.424304e-001
4.252339e+002,7.588730e-001
4.257161e+002,7.758087e-001
4.261982e+002,7.928515e-001
4.266803e+002,8.093462e-001
4.271624e+002,8.246094e-001
4.276446e+002,8.381462e-001
4.281267e+002,8.497772e-001
4.286088e+002,8.596432e-001
4.290909e+002,8.681207e-001
4.295731e+002,8.756801e-001
4.300552e+002,8.827561e-001
4.305373e+002,8.896581e-001
4.310194e+002,8.965364e-001
4.315016e+002,9.033816e-001
4.319837e+002,9.100567e-001
4.324658e+002,9.163290e-001
4.329479e+002,9.219321e-001
4.334301e+002,9.266454e-001
4.339122e+002,9.304040e-001
4.343943e+002,9.333920e-001
4.348764e+002,9.360899e-001
4.353586e+002,9.392111e-001
4.358407e+002,9.435369e-001
4.363228e+002,9.496605e-001
4.368049e+002,9.577460e-001
4.372870e+002,9.673824e-001
4.377692e+002,9.776160e-001
4.382513e+002,9.871653e-001
4.387334e+002,9.947634e-001
4.392155e+002,9.995103e-001
