3.996813e+002,0.000000e+000
4.001635e+002,7.331479e+001
4.006456e+002,7.324749e+001
4.011277e+002,7.316634e+001
4.016098e+002,7.306804e+001
4.020919e+002,7.295538e+001
4.025741e+002,7.283990e+001
4.030562e+002,7.273869e+001
4.035383e+002,7.266880e+001
4.040204e+002,7.263997e+001
4.045026e+002,7.265082e+001
4.049847e+002,7.268855e+001
4.054668e+002,7.273354e+001
4.059489e+002,7.276610e+001
4.064311e+002,7.277358e+001
4.069132e+002,7.275273e+001
4.073953e+002,7.270853e+001
4.078774e+002,7.264969e+001
4.083596e+002,7.258409e+001
4.088417e+002,7.251694e+001
4.093238e+002,7.245158e+001
4.098059e+002,7.239131e+001
4.102881e+002,7.234164e+001
4.107702e+002,7.230910e+001
4.112523e+002,7.229878e+001
4.117344e+002,7.231073e+001
4.122166e+002,7.233861e+001
4.126987e+002,7.237069e+001
4.131808e+002,7.239382e+001
4.136629e+002,7.239807e+001
4.141451e+002,7.238043e+001
4.146272e+002,7.234480e+001
4.151093e+002,7.229970e+001
4.155914e+002,7.225385e+001
4.160736e+002,7.221340e+001
4.165557e+002,7.218081e+001
4.170378e+002,7.215601e+001
4.175200e+002,7.213918e+001
4.180021e+002,7.213352e+001
4.184842e+002,7.214519e+001
4.189663e+002,7.217909e+001
4.194484e+002,7.223326e+001
4.199306e+002,7.229710e+001
4.204127e+002,7.235491e+001
4.208948e+002,7.239305e+001
4.213770e+002,7.240451e+001
4.218591e+002,7.239040e+001
4.223412e+002,7.235780e+001
4.228233e+002,7.231614e+001
4.233055e+002,7.227347e+001
4.237876e+002,7.223425e+001
4.242697e+002,7.219839e+001
4.247518e+002,7.216345e+001
4.252339e+002,7.212714e+001
4.257161e+002,7.209000e+001
4.261982e+002,7.205558e+001
4.266803e+002,7.202888e+001
4.271624e+002,7.201354e+001
4.276446e+002,7.200980e+001
4.281267e+002,7.201434e+001
4.286088e+002,7.202158e+001
4.290909e+002,7.202629e+001
4.295731e+002,7.202592e+001
4.300552e+002,7.202126e+001
4.305373e+002,7.201570e+001
4.310194e+002,7.201266e+001
4.315016e+002,7.201380e+001
4.319837e+002,7.201818e+001
4.324658e+002,7.202313e+001
4.329479e+002,7.202575e+001
4.334301e+002,7.202494e+001
4.339122e+002,7.202147e+001
