x,R,T,A,R_det
3.0,0.6962263107522713,0.0,0.30377368924772874,0.22480286153637058
3.25,0.7121144187985677,0.0,0.28788558120143226,0.20526034675848825
3.5,0.7132236666422934,0.0,0.2867763333577066,0.15835903075825242
3.75,0.7287854778980051,0.0,0.2712145221019949,0.13374832968255035
4.0,0.7386457322793085,0.0,0.2613542677206915,0.17253490022979645
4.25,0.7480053452397479,0.0,0.25199465476025207,0.2452831680120714
4.5,0.7563710233612615,0.0,0.2436289766387385,0.33754371824073826
4.75,0.7630113323668055,0.0,0.23698866763319448,0.2966909859896174
5.0,0.7668742482812936,0.0,0.23312575171870642,0.14174854552371616
5.25,0.760063195863897,0.0,0.23993680413610297,0.15559595556169725
5.5,0.7686196123210232,0.0,0.23138038767897684,0.10584581571014465
5.75,0.7753829885123309,0.0,0.2246170114876691,0.06496595349393905
6.0,0.781596172170191,0.0,0.21840382782980905,0.03995326163949307
6.25,0.7871038141712341,0.0,0.2128961858287659,0.02951559720463517
6.5,0.7919786942194459,0.0,0.2080213057805541,0.03146421774907076
6.75,0.7963339253599113,0.0,0.20366607464008868,0.04351240624466689
7.0,0.8002562330157261,0.0,0.19974376698427387,0.06358876627236881
7.25,0.8038056370663469,0.0,0.1961943629336531,0.08993955435007871
7.5,0.8070230949654489,0.0,0.19297690503455112,0.1211406195628227
7.75,0.8099360668351883,0.0,0.19006393316481174,0.15607405864319518
8.0,0.8125616349401461,0.0,0.1874383650598539,0.1938949623785475
8.25,0.8149078052488405,0.0,0.18509219475115946,0.23400066145693324
8.5,0.8169733129856868,0.0,0.18302668701431324,0.27600963966517217
8.75,0.8187457762529224,0.0,0.18125422374707756,0.3197565798644204
9.0,0.8201973354510836,0.0,0.17980266454891636,0.36531388317579333
9.25,0.8212754194057805,0.0,0.17872458059421947,0.41306274332870135
9.5,0.8218821004854728,0.0,0.17811789951452717,0.4638755942627723
9.75,0.82182052051864,0.0,0.17817947948136004,0.5196122650439452
10.0,0.8206092358820014,0.0,0.1793907641179986,0.5848589594619531
10.25,0.8159726877913679,0.0,0.1840273122086321,0.6809656186118185
10.5,0.8072799895968884,0.0,0.1927200104031116,0.8072799895968884
10.75,0.8115626725490535,0.0,0.18843732745094655,0.8115626725490535
11.0,0.8149189002851506,0.0,0.18508109971484943,0.8149189002851506
