x,R,T,A,R_det
3.0,0.5991800645987299,0.0,0.40081993540127014,0.03299921188764383
3.25,0.6289457686300697,0.0,0.37105423136993027,0.07587066307703787
3.5,0.6441527083365851,0.0,0.3558472916634149,0.09552559273194092
3.75,0.6385187526696202,0.0,0.3614812473303798,0.21169233188443481
4.0,0.629507182287188,0.0,0.3704928177128119,0.22034048989573607
4.25,0.6740813513188316,0.0,0.3259186486811684,0.1533235078833227
4.5,0.7180707422108579,0.0,0.2819292577891421,0.123158578097683
4.75,0.7417835305132102,0.0,0.2582164694867898,0.10896704940602506
5.0,0.7507952756615874,0.0,0.2492047243384125,0.10039916671429677
5.25,0.6691529032775236,0.0,0.3308470967224764,0.14488268396084236
5.5,0.5269256233890374,0.0,0.4730743766109627,0.09626013820945
5.75,0.5471136017869118,0.0,0.45288639821308824,0.1040421710014044
6.0,0.6387272576294238,0.0,0.36127274237057616,0.09611378175004258
6.25,0.702784834178596,0.0,0.29721516582140395,0.07733776575667864
6.5,0.7406680902231846,0.0,0.2593319097768155,0.06313387231721385
6.75,0.7640644295160868,0.0,0.23593557048391328,0.05707643604149589
7.0,0.7795758724742419,0.0,0.22042412752575807,0.058644144240948534
7.25,0.7905115231872258,0.0,0.20948847681277416,0.06646421744313999
7.5,0.7985827190090729,0.0,0.2014172809909271,0.0791665870372001
7.75,0.8047207547887298,0.0,0.1952792452112702,0.09558371862258938
8.0,0.8094520908252274,0.0,0.19054790917477266,0.11477856045692499
8.25,0.8130750525045988,0.0,0.18692494749540123,0.1360298273127094
8.5,0.815743926474213,0.0,0.18425607352578705,0.15881351423170736
8.75,0.8175044066184447,0.0,0.1824955933815553,0.1827969957099409
9.0,0.8182954068581687,0.0,0.18170459314183124,0.20786170603328075
9.25,0.8179120523640512,0.0,0.18208794763594882,0.23418837680638133
9.5,0.8158912534293283,0.0,0.18410874657067167,0.2625039126253115
9.75,0.8111685745122437,0.0,0.18883142548775633,0.2948534066566749
10.0,0.8007282813266745,0.0,0.19927171867332544,0.3378064952472108
10.25,0.7663954001782283,0.0,0.23360459982177167,0.43539010272004136
10.5,0.5742522545666174,0.0,0.42574774543338256,0.5742522545666174
10.75,0.5677725027106012,0.0,0.4322274972893988,0.5677725027106012
11.0,0.6209232045977977,0.0,0.37907679540220235,0.6209232045977977
11.25,0.6459994237684328,0.0,0.35400057623156717,0.6459994237684328
11.5,0.6706781015207895,0.0,0.32932189847921045,0.6706781015207895
11.75,0.6939487132280517,0.0,0.3060512867719483,0.6939487132280517
12.0,0.7148347416368837,0.0,0.2851652583631164,0.7148347416368837
12.25,0.7330914857689934,0.0,0.26690851423100664,0.7330914857689934
12.5,0.7488629456219434,0.0,0.25113705437805656,0.7488629456219434
12.75,0.7624418806837985,0.0,0.23755811931620147,0.7624418806837985
13.0,0.7741498811989417,0.0,0.22585011880105832,0.7741498811989417
13.25,0.7842862128164814,0.0,0.21571378718351863,0.7842862128164814
13.5,0.7931104640081326,0.0,0.20688953599186743,0.7931104640081326
13.75,0.8008403189979454,0.0,0.19915968100205456,0.8008403189979454
14.0,0.8076553444410373,0.0,0.19234465555896274,0.8076553444410373
14.25,0.8137026059862786,0.0,0.1862973940137213,0.8137026059862786
14.5,0.819102324537941,0.0,0.1808976754620591,0.819102324537941
14.75,0.8239528984747697,0.0,0.17604710152523023,0.8239528984747697
15.0,0.8283351158526666,0.0,0.17166488414733344,0.8283351158526666
15.25,0.8323155868782862,0.0,0.16768441312171378,0.8323155868782862
15.5,0.8359494998208599,0.0,0.16405050017914014,0.8359494998208599
15.75,0.8392828180974301,0.0,0.1607171819025699,0.8392828180974301
16.0,0.8423540274720998,0.0,0.1576459725279003,0.8423540274720998
16.25,0.8451955259346992,0.0,0.15480447406530085,0.8451955259346992
16.5,0.8478347316575979,0.0,0.15216526834240207,0.8478347316575979
16.75,0.8502949690710404,0.0,0.14970503092895954,0.8502949690710404
17.0,0.8525961802869179,0.0,0.14740381971308214,0.8525961802869179
17.25,0.8547554988005557,0.0,0.14524450119944426,0.8547554988005557
17.5,0.8567877142740369,0.0,0.14321228572596312,0.8567877142740369
17.75,0.8587056508713852,0.0,0.14129434912861483,0.8587056508713852
18.0,0.860520476699628,0.0,0.13947952330037205,0.860520476699628
18.25,0.8622419581081756,0.0,0.1377580418918244,0.8622419581081756
18.5,0.8638786696560314,0.0,0.13612133034396862,0.8638786696560314
18.75,0.8654381682732276,0.0,0.13456183172677239,0.8654381682732276
19.0,0.8669271383735757,0.0,0.1330728616264243,0.8669271383735757
19.25,0.8683515132910686,0.0,0.13164848670893142,0.8683515132910686
19.5,0.8697165773369383,0.0,0.1302834226630617,0.8697165773369383
19.75,0.8710270519194081,0.0,0.1289729480805919,0.8710270519194081
20.0,0.8722871685070457,0.0,0.12771283149295432,0.8722871685070457
20.25,0.8735007306816281,0.0,0.12649926931837185,0.8735007306816281
20.5,0.8746711671076415,0.0,0.12532883289235858,0.8746711671076415
20.75,0.8758015769119247,0.0,0.12419842308807522,0.8758015769119247
21.0,0.8768947686931322,0.0,0.12310523130686779,0.8768947686931322
21.25,0.8779532941692946,0.0,0.12204670583070543,0.8779532941692946
21.5,0.8789794772933799,0.0,0.12102052270662017,0.8789794772933799
21.75,0.8799754395241794,0.0,0.12002456047582061,0.8799754395241794
22.0,0.8809431218282853,0.0,0.11905687817171473,0.8809431218282853
22.25,0.8818843038904811,0.0,0.11811569610951889,0.8818843038904811
22.5,0.8828006209325331,0.0,0.11719937906746691,0.8828006209325331
22.75,0.8836935784800422,0.0,0.11630642151995785,0.8836935784800422
23.0,0.8845645653595205,0.0,0.11543543464047945,0.8845645653595205
23.25,0.8854148651676668,0.0,0.11458513483233329,0.8854148651676668
23.5,0.8862456664171425,0.0,0.11375433358285753,0.8862456664171425
23.75,0.887058071531188,0.0,0.11294192846881201,0.887058071531188
24.0,0.8878531048377281,0.0,0.11214689516227189,0.8878531048377281
24.25,0.8886317196882647,0.0,0.11136828031173523,0.8886317196882647
24.5,0.8893948048117204,0.0,0.11060519518827955,0.8893948048117204
24.75,0.8901431899964577,0.0,0.1098568100035423,0.8901431899964577
